type,text
spam,you've tkts euro2004 cup final £800 cash  collect call 09058099801 b4190604  pobox 7876150ppm
ham,u sick still go shopping 
ham,ya well fine   bbd(pooja) full pimples  even become quite black  and ur rite cold  wearing sweatter  
ham,nice nice how working 
ham,1's reach home call me 
ham,were trying find chinese food place around
ham,easy mate  * guess quick drink bit ambitious 
ham,babe     i miiiiiiissssssssss   i need     i crave     :-(     geeee     i'm sad without babe     i love    
ham,ok thanx   
ham,aathi  where dear  
ham,tunji  how's queen  doing  this wishing great day  abiola 
ham,today iz yellow rose day  if u love frndship give 1 misscall &amp; send ur frndz &amp; see many miss calls u get  if u get 6missed u marry ur lover 
ham,will class hours  sorry
ham,wat time u finish ur lect today 
spam,free-message: jamster get crazy frog sound now  for poly text mad1  real text mad2 88888  6 crazy sounds 3 gbp/week  16+only  t&c's apply
ham,sad story man - last week b'day  my wife did'nt wish me  my parents forgot n kids   i went work  even colleagues wish  as i entered cabin pa said  '' happy b'day boss   ''  i felt special  she askd 4 lunch  after lunch invited apartment  we went there  she said '' u mind i go bedroom minute   '' ''ok''  i sed sexy mood  she came 5 minuts latr wid cake   n my wife  my parents  my kidz  my friends n my colleagues  all screaming   surprise    i waiting sofa             ' naked    
spam,your chance to be on a reality fantasy show call = 08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 national = rate call
ham,she's fine  good hear you  how dear  happy new year oh 
ham,are going wipro interview today 
ham,tall princess 
ham,i doubt could handle 5 times per night case   
ham,haha    hope ü hear receipt sound    gd luck 
ham,your gonna death me  i'm gonna leave note says robs fault  avenge me 
ham,japanese proverb: if one can it  u can it  if none can it u must indian version: if one can it  let him do it   if none can it leave it   and finally kerala version: if one it  stop it   if none it  make strike    
ham,today i'm workin free oso    gee    thgt u workin ur fren's shop  
ham,in life face choices just toss coin becoz settle question but coin air u know heart hoping for  gudni8
ham,do know god created gap fingers    so that  one made comes &amp; fills gaps holding hand love   
ham,i want kiss feel next
ham,i happy saying
spam,adult 18 content your video shortly
ham,ok would b lovely  u r sure  think wot u want do  drinkin  dancin  eatin  cinema  in  out  about    up u  wot  
ham,what i'm saying explicitly told nora i know someone i'm probably gonna bother
ham,he says hi get ass back south tampa (preferably kegger)
ham,smith waste da i wanna gayle 
ham,mum  i've sent many many messages since got here  i want know actually getting them  do enjoy rest day 
ham,aight  tomorrow around &lt;#&gt;
ham,house-maid murderer  coz man murdered &lt;#&gt; th january   as public holiday govt instituitions closed including post office  understand 
spam,your chance to be on a reality fantasy show call = 08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 national = rate call 
ham,i actually first time while  i went bed long spoke you  woke 7  how night 
ham,see there 
ham,i dont understand message 
ham,crucify c s  you told earlier 
ham,idk  you keep saying not  since moved  keep butting heads freedom vs  responsibility  and i'm tired  i much shit deal i'm barely keeping together gets added it 
ham,fuck cedar key fuck (come anyway tho)
ham,twenty past five said train durham already coz reserved seat
spam,hey boys  want hot xxx pics sent direct 2 ur phone  txt porn 69855  24hrs free 50p per day  to stop text stopbcm sf wc1n3xx
ham,u still painting ur wall 
spam,last chance  claim ur £150 worth discount vouchers today  text shop 85023 now  savamob  offers mobile  t cs savamob pobox84  m263uz  £3 00 sub  16
ham,printer cool  i mean groovy  wine groovying
ham,hi harish's rent transfred ur acnt 
ham,anything lor coming 
ham,cbe really good nowadays:)lot shop showrooms:)city shaping good 
ham,ü still attending da talks 
ham,no probs hon  how u doinat mo 
ham,k i'll take care
ham,i take phone callon friday  can assume year now 
ham,my battery low babe
ham,shuhui bought ron's present swatch watch   
ham,yeah there's quite bit left  i'll swing tomorrow i get
ham,babe  you said 2 hours almost 4     is internet  
ham,k i'll sure get noon see what's
ham,k   k   yesterday cbe  
ham,went ganesh dress shop
spam,pdate_now - double mins 1000 txts orange tariffs  latest motorola  sonyericsson & nokia & bluetooth free  call mobileupd8 08000839402 call2optout/ yhl
ham,ü collecting ur laptop going configure da settings izzit 
ham,if r @ home come within 5 min
ham,aight  i 8 latest  probably closer 7  are jay tyler two trips 
ham,come aftr &lt;decimal&gt;   now cleaning house
spam,ur cash-balance currently 500 pounds - maximize ur cash-in send cash 86688 150p/msg  cc: 08718720201 po box 114/14 tcr/w1
ham,bill  in: are letters me  i’m expecting one orange isn’t bill may still say orange it 
ham,tell pa  how pain de 
ham,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang
ham,ha  you don‘t know either  i clever simple thing pears day  perfect christmas 
ham,"helloooo    wake up    ""sweet"" ""morning"" ""welcomes"" ""you"" ""enjoy"" ""this day"" ""with full joy""   ""gud mrng"" "
ham,alrite
ham,why must sit around wait summer days celebrate  such magical sight worlds dressed white  oooooh let snow 
spam,urgent  your mobile number awarded £2000 prize guaranteed  call 09058094454 land line  claim 3030  valid 12hrs
ham,how guys go see movies side 
ham,sorry in meeting i'll call later
ham,you tell that   now i'm thinking  plus he's going stop runs
ham,kindly send one flat &lt;decimal&gt; today 
spam,sorry  u unsubscribe yet  the mob offer package min term 54 weeks> pls resubmit request expiry  reply themob help 4 info
ham,nothing lor    a bit bored too    then dun u go home early 2 sleep today   
ham,what time i tell friend around 
ham,yes  fine  love you  be safe 
ham,thanks chikku  :-) gud nyt:-*
ham,is xy ur car u picking up 
ham,thanx 4 time we've spent 2geva  bin mint  ur baby i want u xxxx
ham,yo  way could pick something tonight 
ham,i've sent it  he send me 
ham,fine simply sitting 
ham,thts god's gift birds humans hav natural gift frm god  
ham,are coming day class 
ham,im done  just studyn library
ham,ok    u enjoy ur shows   
ham,anything   
ham,where wuld i without baby  the thought alone mite break i wanna go crazy everyboy needs lady xxxxxxxx
ham,wat's dear doing  sleeping ah 
ham,hi' test &lt;#&gt; rd     
ham,only 2% students solved cat question 'xam    5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; 7+2+5=      tell answer u r brilliant   1thing i got answr 
ham,yo know anyone &lt;#&gt; otherwise able buy liquor  our guy flaked right get hold somebody 4 loko night
ham,yup n fren lor  i'm meeting fren 730 
ham,yeah  got one lined us
ham,"and stop wondering ""wow ever going stop tm'ing   "" i tm whenever i want mine     *laughs*"
ham,lol yep yesterday  already got fireplace  now another icon sitting me 
ham,hey i've booked pilates yoga lesson already    haha
ham,are ok  what happen behave like
spam,you 1 new message  please call 08712400200 
ham,my supervisor find 4 one lor thk students  i havent ask yet  tell u aft ask her 
ham,hello  no news job  making wait fifth week  yeah im woozles weasels    in exeter still  home 3 
ham,no message  no responce  what happend 
spam,we currently message awaiting collection  to collect message call 08718723815 
ham,hey babe  sorry get sooner  gary come fix cause thinks knows go far ptbo says cost &lt;#&gt; bucks  i know might cheaper find someone   we second hand machines right now  let know want babe
ham,make 3  4 fucks sake   x
ham,leave it  u always ignorant 
ham,nope i'll b going 2 sch fri quite early lor cos mys sis got paper da morn :-)
ham,bruce b downs &amp; fletcher
ham,where   you said would i woke     :-(
ham,hey free call me 
ham,tell whos pls:-)
spam,urgent  your mobile awarded £1 500 bonus caller prize 27/6/03  our final attempt 2 contact u  call 08714714011
ham,think might give miss  am teaching til twelve  lecture two  damn working thing 
ham,id check there's like 1 bowls worth left
ham,yes many sweets
ham,i would i'm still cozy  and exhausted last night nobody went school work  everything closed 
spam,u secret admirer  reveal thinks u r so special  call 09065174042  to opt reply reveal stop  1 50 per msg recd  cust care 07821230901
ham,buzzzz  *grins* did i buzz ass  buzz chest   buzz cock   where keep phone   is vibrator   did feel shake  
ham,sir send group mail check it 
ham,i'm da intro covers energy trends n pros n cons    brief description nuclear fusion n oso brief history iter n jet got abt 7 n half pages  
ham,"""none nowhere ikno doesdiscount shitinnit"""
ham,you dont know jabo abi 
spam,do ever notice driving  anyone going slower idiot everyone driving faster maniac 
ham,not yet had  ya sapna aunty manege y'day hogidhe  chinnu full weak swalpa black agidhane  
ham,are good  baby  :)
ham,neft transaction reference number &lt;#&gt; rs  &lt;decimal&gt; credited beneficiary account &lt;#&gt; &lt;time&gt; : &lt;#&gt;
ham,mostly sports type  lyk footbl crckt  
ham,ma head dey swell oh  thanks making day
ham,u make fb list
ham,"height confidence: all aeronautics professors wer calld &amp; wer askd 2 sit aeroplane  aftr sat wer told dat plane ws made students  dey hurried plane   bt 1 didnt move    he said:""if made students this wont even start         datz confidence  "
ham,sary need tim bollox &it hurt lot tol me 
ham,happy new year princess 
ham,i'll text carlos let know  hang
ham,don't worry  * easy ingredients 
ham,i love u 2 little pocy bell i sorry i love u
ham,ok omw now  castor 
ham,yar lor    keep raining non stop    or u wan 2 go elsewhere 
spam,xmas offer  latest motorola  sonyericsson & nokia & free bluetooth dvd  double mins & 1000 txt orange  call mobileupd8 08000839402 call2optout/4qf2
ham,what u mean u almost done  done wif sleeping  but tot u going take nap   yup send liao i'm picking ard 4 smth lor  
ham,"7 wonders my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ""ur lovely friendship""    good morning dear"
ham,tonight  yeah  i'd
ham,what eat fo lunch senor
ham,he said right giggle saw u again  you would possibly first person2die nvq  think much could for 
ham,no break time one    how    i come n get stuff fr ü 
spam,reply win £100 weekly  what professional sport tiger woods play  send stop 87239 end service
ham,i'm i see you  can't see   maybe reboot ym   i seen buzz
ham,do still grinder 
spam,no 1 polyphonic tone 4 ur mob every week  just txt pt2 87575  1st tone free   get txtin tell ur friends  150p/tone  16 reply hl 4info
ham,love decision  feeling  if could decide love  then  life would much simpler  less magical
spam,hot live fantasies call 08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 national rate call
ham,k i did't see you :)k:)where now 
ham,so i'm list buyers 
ham,no idea  i guess we'll work hour we're supposed leave since usual nobody interest figuring shit last second
ham,mm entirely sure understood text hey  ho  which weekend 
ham,they released vday shirts u put makes bottom half naked instead white underwear 
ham,don know  he watching film computer  
ham,no b4 thursday
ham,oh  phone phoned disconnected
ham,id onluy matters getting offcampus
spam,this message free  welcome new & improved sex & dogging club  to unsubscribe service reply stop  msgs@150p 18+only
ham,excellent  i'll see riley's plans
ham,i see half hour
spam,you've tkts euro2004 cup final £800 cash  collect call 09058099801 b4190604  pobox 7876150ppm
ham,ew one them 
